"Done","Done"
"ETA: %s","ETA: %s"
"Less than a minute","Less than a minute"
"Memory Used: %s","Memory Used: %s"
"Processed records: %s","Processed records: %s"
"Total records: %s","Total records: %s"
"hour","hour"
"hours","hours"
"minute","minute"
"minutes","minutes"
